,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,marital_status,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,age,job_satisfaction,monthly_income
928,yes,travel_rarely,research & development,15,3,medical,1295,1,female,3,3, healthcare representative ,married,1,no,11,3,4,1,10,2,3,10,7,0,5.0,44,4,7978.0
929,no,travel_frequently,research & development,2,3,life sciences,1296,4,male,2,1, laboratory technician ,married,1,yes,12,3,2,1,2,2,3,2,2,2,2.0,28,4,3867.0
930,no,travel_frequently,research & development,6,2,medical,1297,2,female,2,1, laboratory technician ,single,0,no,14,3,2,0,8,6,2,7,0,7,3.0,51,3,2838.0
931,no,non-travel,research & development,9,2,medical,1298,3,female,3,2, manufacturing director ,single,7,yes,18,3,3,0,10,3,3,8,4,1,7.0,30,3,4695.0
932,yes,travel_rarely,research & development,7,3,technical degree,1299,2,female,3,1, laboratory technician ,divorced,3,yes,13,3,1,2,10,2,3,7,7,7,7.0,29,3,3339.0
933,no,travel_rarely,research & development,1,3,technical degree,1301,4,male,3,1, research scientist ,single,2,no,11,3,2,0,5,2,2,3,2,1,2.0,28,1,2080.0
934,no,travel_rarely,research & development,1,3,medical,1303,4,female,3,1, research scientist ,single,1,no,18,3,4,0,2,3,2,2,2,2,1.0,25,2,2096.0
935,no,travel_rarely,sales,8,3,medical,1304,3,male,4,2, sales executive ,married,1,no,15,3,3,2,10,4,4,10,7,0,8.0,32,4,6209.0
936,no,travel_frequently,research & development,25,3,medical,1306,2,female,3,5, manager ,single,3,no,22,4,3,0,22,4,3,0,0,0,0.0,45,2,18061.0
937,no,travel_rarely,research & development,13,4,medical,1307,3,female,2,4, manager ,unknown,6,yes,13,3,4,2,21,4,3,19,9,15,2.0,39,2,17123.0
938,no,travel_rarely,research & development,23,4,life sciences,1308,1,male,3,1, research scientist ,divorced,1,no,12,3,4,2,2,3,3,2,2,2,2.0,58,3,2372.0
939,yes,travel_rarely,research & development,7,2,life sciences,1309,4,male,3,2, laboratory technician ,married,1,no,18,3,1,1,10,0,3,10,4,1,1.0,32,3,4883.0
940,yes,travel_rarely,research & development,23,3,medical,1310,3,male,3,1, research scientist ,single,0,no,13,3,1,0,6,2,3,5,2,0,3.0,39,1,3904.0
941,no,travel_rarely,research & development,6,3,technical degree,1311,1,female,2,2, laboratory technician ,married,0,no,12,3,1,1,10,6,3,9,2,6,7.0,30,4,4627.0
942,no,travel_rarely,research & development,10,4,technical degree,1312,4,female,3,3, healthcare representative ,married,3,no,12,3,1,0,10,0,3,7,7,1,7.0,36,3,7094.0
943,no,non-travel,human resources,1,2,other,1314,4,female,3,1, human resources ,single,6,no,12,3,3,0,10,3,4,7,6,5,7.0,46,1,3423.0
944,no,non-travel,research & development,1,3,life sciences,1315,3,female,1,2, laboratory technician ,married,0,no,11,3,1,3,10,6,3,9,8,7,5.0,28,4,6674.0
945,no,travel_rarely,research & development,28,3,life sciences,1317,4,female,3,4, research director ,married,4,yes,11,3,2,0,25,2,3,3,2,1,2.0,50,1,16880.0
946,yes,travel_rarely,sales,25,4,marketing,1318,4,male,2,3, sales executive ,single,2,yes,12,3,3,0,9,2,3,5,4,1,3.0,40,2,9094.0
947,yes,travel_rarely,sales,5,3,life sciences,1319,2,male,3,3, sales executive ,single,9,yes,19,3,3,0,10,2,2,8,7,7,7.0,52,2,8446.0
948,no,travel_rarely,research & development,17,4,medical,1321,2,female,3,3, manager ,married,1,yes,23,4,4,2,9,2,3,9,1,0,8.0,30,1,11916.0
949,no,travel_rarely,research & development,18,2,life sciences,1322,1,male,3,2, manufacturing director ,single,0,no,11,3,1,0,9,6,3,8,7,1,7.0,39,3,4534.0
950,no,non-travel,sales,2,4,life sciences,1324,4,female,3,3, sales executive ,divorced,1,yes,19,3,1,1,10,5,2,10,8,9,6.0,31,3,9852.0
951,no,non-travel,sales,10,2,medical,1329,3,male,1,2, sales executive ,single,1,no,13,3,1,0,19,4,3,19,2,11,9.0,41,2,6151.0
952,yes,travel_frequently,sales,1,3,life sciences,1331,4,female,3,1, sales representative ,single,1,yes,11,3,1,0,3,2,4,3,2,2,2.0,31,2,2302.0
953,yes,travel_rarely,research & development,3,3,life sciences,1333,1,male,3,1, laboratory technician ,married,4,no,12,3,3,0,10,4,4,3,2,1,2.0,44,1,2362.0
954,no,non-travel,research & development,2,1,life sciences,1334,3,male,3,4, manager ,married,0,yes,13,3,4,0,21,3,2,20,8,2,3.0,42,3,17861.0
955,no,travel_rarely,research & development,2,2,medical,1336,4,female,1,5, manager ,married,4,no,14,3,4,1,23,5,3,19,9,9,11.0,55,3,19187.0
956,no,non-travel,human resources,8,4,life sciences,1338,4,male,3,5, manager ,single,6,no,14,3,1,0,36,4,3,7,3,7,7.0,56,2,19717.0
957,no,non-travel,research & development,16,2,life sciences,1340,3,male,3,1, research scientist ,divorced,9,no,16,3,2,1,6,0,3,4,2,0,0.0,40,3,3544.0
958,no,non-travel,research & development,9,3,life sciences,1344,4,male,3,3, healthcare representative ,divorced,0,no,11,3,4,1,10,0,2,9,7,1,6.0,34,4,8500.0
959,no,travel_rarely,research & development,2,3,life sciences,1346,3,male,3,2, research scientist ,single,1,no,13,3,3,0,9,4,3,9,8,8,8.0,40,4,4661.0
960,no,travel_frequently,sales,1,3,marketing,1349,3,female,3,2, sales executive ,divorced,0,no,17,3,4,1,10,2,3,9,3,1,7.0,41,1,4103.0
961,no,travel_frequently,research & development,4,4,life sciences,1350,3,male,3,2, research scientist ,unknown,1,yes,11,3,2,0,9,3,3,9,6,1,1.0,35,3,4249.0
962,no,travel_rarely,human resources,5,3,life sciences,1352,3,male,3,4, manager ,divorced,1,yes,11,3,2,1,33,2,3,33,9,0,10.0,51,2,14026.0
963,no,non-travel,sales,2,2,life sciences,1355,2,female,3,2, sales executive ,divorced,3,no,15,3,4,1,11,3,3,7,7,1,7.0,38,1,6893.0
964,no,travel_rarely,sales,15,2,medical,1356,3,female,3,2, sales executive ,single,1,no,12,3,4,0,10,6,4,10,8,9,6.0,34,1,6125.0
965,no,travel_rarely,research & development,19,1,medical,1358,4,male,3,1, laboratory technician ,married,3,no,11,3,3,3,7,6,2,3,2,1,2.0,25,4,3669.0
966,yes,non-travel,research & development,7,4,other,1360,3,female,2,3, manufacturing director ,married,7,yes,14,3,4,0,31,0,2,10,9,5,9.0,58,1,10008.0
967,no,travel_rarely,research & development,1,4,life sciences,1361,2,male,3,1, laboratory technician ,married,3,no,22,4,3,1,7,0,3,4,2,0,3.0,40,2,2387.0
968,no,travel_frequently,sales,7,3,marketing,1362,1,female,4,2, sales executive ,married,2,no,16,3,4,1,17,2,2,15,7,6,13.0,36,1,4639.0
969,no,non-travel,research & development,4,3,life sciences,1363,4,male,3,3, manufacturing director ,single,1,no,11,3,3,0,11,2,3,10,9,0,8.0,48,4,7898.0
970,no,travel_rarely,sales,11,3,medical,1364,3,female,4,1, sales representative ,unknown,8,no,14,3,2,1,5,4,3,1,0,0,0.0,27,4,2534.0
971,no,travel_rarely,research & development,11,2,technical degree,1367,4,female,2,4, manufacturing director ,single,3,no,16,3,2,0,29,1,2,5,2,0,3.0,51,2,13142.0
972,no,non-travel,research & development,1,3,life sciences,1368,4,female,3,1, laboratory technician ,single,1,no,15,3,3,0,0,5,4,0,0,0,0.0,18,4,1611.0
973,no,travel_rarely,research & development,1,3,medical,1369,4,female,2,2, laboratory technician ,married,0,no,12,3,2,1,10,0,3,9,7,0,0.0,35,4,5363.0
974,no,travel_frequently,sales,2,1,life sciences,1371,4,male,1,2, sales executive ,single,3,no,20,4,2,0,8,3,3,6,2,0,0.0,27,4,5071.0
975,yes,travel_rarely,sales,13,4,marketing,1372,1,male,4,4, sales executive ,single,6,yes,17,3,3,0,24,2,2,19,7,3,8.0,55,3,13695.0
976,no,travel_rarely,research & development,23,3,life sciences,1373,4,male,3,4, manufacturing director ,married,4,yes,12,3,1,1,33,0,3,19,16,15,9.0,56,2,13402.0
977,no,non-travel,research & development,26,1,technical degree,1374,1,female,2,1, research scientist ,divorced,1,no,20,4,3,3,5,2,3,5,4,0,0.0,34,3,2029.0
978,no,travel_rarely,research & development,2,1,medical,1375,2,female,4,2, healthcare representative ,divorced,5,no,20,4,2,3,15,0,3,12,11,11,8.0,40,3,6377.0
979,no,travel_rarely,research & development,29,3,medical,1377,2,male,3,2, laboratory technician ,unknown,4,no,13,3,1,2,10,1,3,8,7,7,7.0,37,3,5429.0
980,yes,travel_frequently,sales,2,3,life sciences,1379,3,female,2,1, sales representative ,single,7,no,14,3,3,0,3,3,4,1,0,0,0.0,31,4,2785.0
981,yes,travel_frequently,sales,18,4,marketing,1380,4,female,3,2, sales executive ,married,0,yes,18,3,3,1,5,0,2,4,2,3,2.0,35,3,4614.0
982,no,travel_frequently,research & development,7,3,life sciences,1382,4,male,4,1, research scientist ,divorced,1,no,11,3,4,3,4,2,3,4,2,0,3.0,38,3,2610.0
983,no,travel_rarely,research & development,2,4,technical degree,1383,3,female,3,2, healthcare representative ,single,1,no,11,3,4,0,14,2,4,14,11,4,11.0,34,4,6687.0
984,no,travel_rarely,sales,26,3,life sciences,1387,3,male,2,2, sales executive ,unknown,1,no,11,3,3,1,5,0,3,5,3,0,4.0,28,1,4724.0
985,yes,travel_rarely,research & development,22,4,medical,1389,4,male,3,2, manufacturing director ,married,1,yes,15,3,4,2,10,3,2,10,2,6,7.0,31,3,6179.0
986,no,travel_rarely,sales,21,4,life sciences,1390,1,male,2,2, sales executive ,married,3,yes,12,3,4,2,8,2,4,5,4,1,4.0,39,4,6120.0
987,no,non-travel,sales,2,3,marketing,1391,2,male,3,3, sales executive ,married,2,no,11,3,2,0,14,5,3,4,2,3,3.0,51,2,10596.0
988,no,travel_frequently,research & development,22,3,life sciences,1392,4,female,3,2, research scientist ,divorced,3,yes,14,3,1,2,12,4,2,6,2,3,3.0,41,4,5467.0
989,no,travel_rarely,research & development,4,1,life sciences,1394,3,male,3,1, research scientist ,married,7,yes,15,3,4,0,8,2,3,6,4,1,3.0,37,3,2996.0
990,no,travel_frequently,sales,5,1,life sciences,1395,2,male,3,2, sales executive ,married,6,no,13,3,1,0,8,2,4,5,4,1,3.0,33,4,9998.0
991,no,travel_rarely,sales,2,1,marketing,1396,3,male,3,2, sales executive ,married,0,yes,13,3,1,3,4,0,2,3,2,1,2.0,32,2,4078.0
992,no,non-travel,research & development,25,2,life sciences,1397,3,male,3,3, healthcare representative ,married,3,no,21,4,2,1,13,2,3,6,4,0,5.0,39,3,10920.0
993,no,non-travel,sales,18,1,life sciences,1399,1,male,4,2, sales executive ,married,2,no,11,3,2,0,6,3,2,3,2,1,2.0,25,3,6232.0
994,no,travel_frequently,research & development,28,2,medical,1401,4,female,4,4, manufacturing director ,married,2,yes,11,3,2,1,24,3,2,5,3,0,2.0,52,3,13247.0
995,no,travel_rarely,research & development,6,3,medical,1402,1,female,2,2, research scientist ,single,1,yes,14,3,1,0,20,3,1,20,7,1,8.0,38,3,4081.0
996,no,travel_rarely,sales,10,3,marketing,1403,4,female,2,2, sales executive ,married,1,yes,11,3,4,0,6,3,3,6,2,4,4.0,27,4,5769.0
997,yes,travel_rarely,research & development,17,4,life sciences,1405,4,female,3,1, research scientist ,single,1,yes,13,3,4,0,8,2,3,8,2,7,7.0,27,3,2394.0
998,no,non-travel,research & development,2,1,medical,1407,1,male,2,1, research scientist ,single,0,no,12,3,4,0,5,2,3,4,3,1,1.0,26,4,3904.0
999,no,travel_rarely,human resources,10,3,human resources,1408,3,female,3,4, manager ,married,0,no,14,3,3,1,21,5,3,20,7,0,9.0,42,1,16799.0
1000,no,travel_rarely,research & development,8,4,other,1409,3,female,3,1, laboratory technician ,married,9,no,13,3,3,0,12,2,1,5,4,0,4.0,52,1,2950.0
1001,no,travel_rarely,research & development,11,3,medical,1411,1,female,3,1, laboratory technician ,single,4,no,18,3,1,0,8,6,3,3,2,0,2.0,37,3,3629.0
1002,no,travel_frequently,research & development,18,2,life sciences,1412,3,male,3,3, manufacturing director ,single,2,no,11,3,3,0,10,2,3,2,2,2,2.0,35,4,9362.0
1003,no,travel_rarely,research & development,1,3,technical degree,1415,1,male,3,1, laboratory technician ,unknown,4,no,11,3,2,1,7,0,2,3,2,0,2.0,25,4,3229.0
1004,no,travel_rarely,research & development,7,3,other,1417,3,male,4,1, laboratory technician ,single,0,no,12,3,4,0,8,2,3,7,7,0,7.0,26,1,3578.0
1005,no,travel_rarely,human resources,17,3,other,1419,2,male,2,3, human resources ,single,1,no,13,3,1,0,10,3,2,10,9,0,9.0,29,1,7988.0
1006,yes,travel_frequently,research & development,28,2,life sciences,1420,1,male,2,2, laboratory technician ,single,3,no,20,4,1,0,20,2,3,4,3,1,3.0,49,1,4284.0
1007,yes,non-travel,research & development,14,1,other,1421,3,female,3,3, healthcare representative ,single,0,yes,12,3,1,0,9,1,3,8,7,7,7.0,29,4,7553.0
1008,no,travel_rarely,research & development,1,3,medical,1422,4,female,3,4, research director ,single,6,no,19,3,4,0,29,3,2,20,7,12,7.0,37,4,17328.0
1009,no,travel_rarely,research & development,1,3,medical,1423,4,female,3,5, research director ,married,3,yes,21,4,3,1,32,3,3,9,8,1,5.0,58,1,19701.0
1010,no,travel_rarely,research & development,1,4,medical,1424,2,male,4,4, research director ,divorced,2,no,13,3,4,2,31,4,4,7,7,0,0.0,55,4,14732.0
1011,no,travel_rarely,sales,3,4,marketing,1425,1,female,3,2, sales executive ,single,3,yes,16,3,4,0,15,3,3,5,4,0,1.0,36,2,9278.0
1012,yes,travel_frequently,sales,1,4,life sciences,1427,2,female,1,1, sales representative ,single,1,no,12,3,2,0,1,3,3,1,0,0,3.0,31,3,1359.0
1013,no,travel_rarely,sales,7,4,marketing,1428,4,female,3,2, sales executive ,divorced,7,no,14,3,2,2,8,3,3,3,2,0,2.0,35,1,4779.0
1014,no,travel_rarely,research & development,8,5,life sciences,1430,1,female,3,4, research director ,single,3,no,11,3,3,0,9,3,4,3,2,1,0.0,31,2,16422.0
1015,no,travel_frequently,research & development,1,4,other,1431,4,male,3,1, research scientist ,divorced,5,no,14,3,3,2,10,2,3,4,3,1,3.0,34,1,2996.0
1016,yes,travel_rarely,research & development,8,3,life sciences,1433,1,female,2,1, research scientist ,single,1,no,12,3,3,0,1,0,4,1,0,0,0.0,31,2,1261.0
1017,no,non-travel,research & development,11,1,life sciences,1434,2,male,3,1, laboratory technician ,married,0,no,14,3,2,0,6,3,4,5,0,1,4.0,27,1,2099.0
1018,no,travel_rarely,research & development,4,4,life sciences,1435,1,male,2,2, laboratory technician ,single,1,no,16,3,3,0,10,2,2,10,4,1,8.0,36,4,6346.0
1019,no,travel_rarely,sales,16,4,marketing,1436,3,female,2,2, sales executive ,married,4,no,13,3,1,2,11,3,2,3,2,0,2.0,36,1,5647.0
1020,no,travel_rarely,research & development,1,3,technical degree,1438,1,male,3,1, research scientist ,married,7,no,12,3,3,1,17,2,2,6,5,1,2.0,47,4,3420.0
1021,yes,travel_rarely,sales,9,2,life sciences,1439,1,male,2,1, sales representative ,unknown,3,no,12,3,1,0,6,2,3,3,2,2,2.0,25,1,4400.0
1022,no,non-travel,research & development,5,2,technical degree,1440,3,male,4,1, laboratory technician ,single,0,no,14,3,1,0,7,2,1,6,5,1,3.0,37,3,3500.0
1023,no,travel_rarely,research & development,1,2,life sciences,1441,1,female,3,1, research scientist ,unknown,2,no,22,4,4,1,5,0,4,3,2,1,0.0,56,1,2066.0
1024,no,travel_rarely,research & development,2,4,medical,1443,1,female,3,4, research director ,married,3,no,19,3,2,2,26,2,4,20,17,5,3.0,47,3,17169.0
1025,no,travel_rarely,sales,4,1,medical,1445,4,female,3,2, sales executive ,married,1,yes,12,3,3,2,5,3,3,5,4,0,3.0,24,3,4162.0
1026,no,travel_rarely,sales,7,5,marketing,1446,4,male,3,2, sales executive ,married,4,no,12,3,3,1,7,3,2,4,3,0,3.0,32,4,9204.0
1027,no,travel_rarely,research & development,1,3,life sciences,1447,4,female,2,1, laboratory technician ,married,5,no,17,3,1,1,7,2,2,5,4,0,3.0,34,2,3294.0
1028,no,travel_rarely,research & development,5,5,medical,1448,2,male,4,1, research scientist ,married,2,yes,12,3,1,0,7,5,2,4,2,0,3.0,41,3,2127.0
1029,no,non-travel,research & development,9,4,other,1449,3,male,3,2, laboratory technician ,divorced,3,no,11,3,3,2,11,2,4,8,7,0,7.0,40,3,3975.0
1030,no,travel_rarely,sales,8,2,life sciences,1453,1,male,3,3, sales executive ,unknown,1,no,18,3,1,1,13,5,3,13,7,9,9.0,31,4,10793.0
1031,yes,travel_rarely,sales,9,3,marketing,1457,1,male,3,3, sales executive ,divorced,4,no,11,3,1,1,28,0,4,7,7,4,3.0,46,4,10096.0
1032,yes,non-travel,research & development,2,3,life sciences,1458,1,female,2,1, laboratory technician ,single,2,yes,23,4,2,0,11,2,4,1,0,0,0.0,39,1,3646.0
1033,yes,travel_frequently,research & development,1,5,life sciences,1459,3,female,4,3, manufacturing director ,single,1,no,11,3,1,0,10,2,3,10,8,4,7.0,31,2,7446.0
1034,no,non-travel,research & development,20,3,medical,1460,2,male,1,3, healthcare representative ,divorced,2,yes,18,3,2,1,24,2,3,7,7,0,7.0,45,1,10851.0
1035,no,travel_rarely,human resources,8,2,medical,1461,4,female,4,1, human resources ,single,9,no,18,3,4,0,8,3,3,3,2,0,2.0,31,2,2109.0
1036,yes,travel_frequently,research & development,2,3,life sciences,1464,2,male,3,1, laboratory technician ,married,6,yes,13,3,3,1,7,2,1,2,2,2,2.0,31,4,3722.0
1037,no,travel_rarely,research & development,29,3,technical degree,1465,2,male,3,3, manufacturing director ,married,4,yes,18,3,4,2,10,4,4,3,1,1,2.0,35,4,9380.0
1038,no,non-travel,sales,7,3,marketing,1466,3,male,3,2, sales executive ,divorced,4,no,11,3,1,3,15,3,3,2,2,2,2.0,48,1,5486.0
1039,yes,travel_rarely,human resources,9,4,technical degree,1467,1,female,3,1, human resources ,married,1,no,15,3,4,0,2,0,3,2,2,2,2.0,34,3,2742.0
1040,no,non-travel,research & development,8,1,other,1468,4,male,2,3, research director ,divorced,2,no,11,3,3,1,16,5,3,9,8,4,8.0,40,2,13757.0
1041,no,travel_rarely,sales,5,3,medical,1469,4,male,3,2, sales executive ,single,0,no,18,3,4,0,6,4,3,5,4,1,3.0,28,1,8463.0
1042,no,non-travel,research & development,5,3,life sciences,1471,3,male,2,1, laboratory technician ,single,3,no,14,3,4,0,7,5,3,5,2,0,3.0,44,3,3162.0
1043,no,travel_rarely,research & development,2,3,medical,1472,4,male,4,4, research director ,single,4,no,12,3,2,0,35,2,2,9,8,8,8.0,53,2,16598.0
1044,no,travel_rarely,research & development,5,4,technical degree,1473,1,male,3,2, healthcare representative ,married,2,no,14,3,2,1,20,0,2,3,2,1,2.0,49,3,6651.0
1045,no,travel_rarely,research & development,2,3,medical,1474,3,male,3,1, research scientist ,divorced,2,no,14,3,3,1,8,0,4,3,1,1,2.0,40,3,2345.0
1046,no,travel_rarely,research & development,20,3,life sciences,1475,4,male,3,1, research scientist ,single,1,no,13,3,3,0,6,3,2,5,2,1,3.0,44,2,3420.0
1047,no,travel_frequently,sales,7,3,medical,1477,4,male,3,2, sales executive ,married,0,no,14,3,1,2,5,2,3,4,3,0,3.0,33,1,4373.0
1048,no,non-travel,sales,3,3,other,1478,4,male,1,2, sales executive ,single,3,no,18,3,4,0,15,2,3,13,9,3,3.0,34,1,4759.0
1049,no,travel_rarely,unknown,16,1,life sciences,1479,4,male,3,2, sales executive ,married,8,no,15,3,3,2,4,2,2,2,1,2,2.0,30,3,5301.0
1050,no,travel_frequently,research & development,9,2,medical,1480,1,female,3,1, laboratory technician ,unknown,1,no,13,3,3,0,12,3,3,12,9,5,8.0,42,4,3673.0
1051,no,travel_frequently,sales,1,5,marketing,1481,1,female,3,2, sales executive ,unknown,7,no,12,3,3,1,11,4,2,1,0,0,0.0,44,3,4768.0
1052,no,non-travel,research & development,7,3,technical degree,1482,3,male,3,1, research scientist ,divorced,1,no,13,3,2,2,1,2,2,1,0,0,0.0,30,3,1274.0
1053,no,travel_rarely,research & development,1,2,life sciences,1483,2,male,4,2, research scientist ,unknown,0,no,24,4,1,1,13,2,2,12,9,2,8.0,57,3,4900.0
1054,no,travel_rarely,research & development,7,4,life sciences,1484,3,male,3,3, healthcare representative ,divorced,3,no,14,3,2,2,29,3,3,8,7,0,7.0,49,2,10466.0
1055,no,travel_frequently,research & development,15,3,medical,1485,2,male,3,4, research director ,divorced,7,no,14,3,4,2,16,3,2,14,8,6,9.0,34,1,17007.0
1056,yes,travel_frequently,sales,1,3,technical degree,1486,1,male,3,1, sales representative ,married,3,no,15,3,4,1,5,3,4,3,2,1,2.0,28,3,2909.0
1057,yes,travel_frequently,sales,13,3,technical degree,1487,1,female,3,2, sales executive ,single,5,no,11,3,1,0,7,4,1,5,3,0,0.0,29,2,5765.0
1058,yes,travel_rarely,sales,24,4,medical,1489,1,female,2,2, sales executive ,single,0,yes,23,4,3,0,16,2,4,15,9,10,10.0,34,2,4599.0
1059,no,travel_rarely,sales,7,1,life sciences,1492,4,male,3,1, sales representative ,unknown,1,no,13,3,1,1,1,3,3,1,0,0,0.0,35,3,2404.0
1060,yes,travel_frequently,research & development,9,3,medical,1494,2,male,3,1, laboratory technician ,single,2,yes,11,3,3,0,4,2,2,0,0,0,0.0,24,1,3172.0
1061,no,non-travel,sales,13,2,life sciences,1495,4,female,3,1, sales representative ,married,1,no,13,3,3,1,1,2,3,1,0,0,0.0,24,2,2033.0
1062,no,travel_frequently,research & development,2,1,medical,1496,2,male,3,3, manufacturing director ,single,5,yes,18,3,2,0,16,2,2,2,2,2,2.0,44,3,10209.0
1063,no,travel_rarely,sales,19,3,life sciences,1497,3,male,2,2, sales executive ,unknown,1,no,14,3,3,2,10,3,3,10,7,0,4.0,29,3,8620.0
1064,no,travel_rarely,human resources,1,3,life sciences,1499,3,male,3,1, human resources ,divorced,0,no,21,4,1,1,6,3,4,5,3,1,3.0,30,3,2064.0
1065,no,non-travel,research & development,4,4,life sciences,1501,4,male,3,2, healthcare representative ,unknown,0,yes,16,3,2,0,4,0,3,3,2,1,2.0,55,3,4035.0
1066,no,travel_rarely,research & development,4,4,medical,1502,1,female,2,1, laboratory technician ,married,8,no,11,3,4,0,8,5,3,5,4,0,2.0,33,2,3838.0
1067,no,travel_rarely,sales,14,3,medical,1503,3,female,3,2, sales executive ,married,3,yes,17,3,3,1,11,4,2,5,4,1,2.0,47,3,4591.0
